Komentar,Timestamp,Platform,Sentimen
soo hyun ? taeil,2021-03-01 00:00:00,Tiktok,netral
entah itu telenji atau gak..yg penting itu dapur kim seo ron..berarti mereka emang sedekat itu,2017-03-01 00:00:00,Tiktok,positif
kim soo hyun STRESSS.,2016-03-01 00:00:00,Tiktok,negatif
itu beneran kim soo hyun?,2016-03-01 00:00:00,Tiktok,netral
ini drama tayang setiap hari apa aja guys?,2016-03-01 00:00:00,Tiktok,netral
"katanya itu apt GM cenah, dahlah??",2016-03-01 00:00:00,Tiktok,netral
ksh tu pkai celana pendek weee,2016-03-01 00:00:00,Tiktok,positif
kangcu jangan minta maaf duluh deh makin hari makin seruh ni????,2016-03-01 00:00:00,Tiktok,negatif
"she's a minor,she was in love she's naive and the adults took advantage of her periodt. the adults including the agency should have done better to protect her. Stop spreading hates! Words kills too.",2016-03-01 00:00:00,Tiktok,positif
Dia pake celana pendek,2016-03-01 00:00:00,Tiktok,positif
pertama gak??,2016-03-01 00:00:00,Tiktok,netral
ohh itu diaa tadi lewat di X cokk ??,2016-03-01 00:00:00,Tiktok,netral
like artist like agency ??????,2016-03-01 00:00:00,Tiktok,netral
HAHAH BENERAN DIKELUARIN,2016-03-01 00:00:00,Tiktok,negatif
Andai Indo gini yaakk bukannya malah diundang tv tv,2016-03-01 00:00:00,Tiktok,negatif
Weii..stop doing what are you doing..its not good to viral about people privacy.Use your brain..Dont do content like this..,2016-03-01 00:00:00,Tiktok,positif
"Pengen bngt ngerti sama kasusnya dg ngikutin beritanya, tp ttp aja gak ngerti ????????",2017-03-01 00:00:00,Tiktok,netral
"sori mau nanya,aku ngga ngikutin berita ini,kok bisa mereka sampe pacaran padahal yg dulu posisinya si cewe masih di bawah umur sedangkan si cowok udah umur 27 klo gak salah",2016-03-01 00:00:00,Tiktok,netral
bukan fansnya...tp knp sih? di indo anak SD udh panggil ayh bunda tuh...,2017-03-01 00:00:00,Tiktok,netral
wajar lah namanya juga pacaran..,2017-03-01 00:00:00,Tiktok,positif
mukanya mana kak,2016-03-01 00:00:00,Tiktok,netral
Menyala neti indo ??????,2017-03-01 00:00:00,Tiktok,netral
GK keliatan muka KSY makin yakin KLO KSY tda bersala,2017-03-01 00:00:00,Tiktok,positif
ini kenapa si dari kemaren rame gw gapaham??,2017-03-01 00:00:00,Tiktok,netral
yg hamil itu bener gaa??,2016-03-01 00:00:00,Tiktok,netral
Kalo kim jong un ngapain??,2016-03-01 00:00:00,Tiktok,netral
btw ortu KSR tau kalo KSR pacaran sama KSH pas masih di bawah umur? dilarang gak? atau gimana?,2016-03-01 00:00:00,Tiktok,netral
biarin biarin,2016-03-01 00:00:00,Tiktok,netral
gercep,2016-03-01 00:00:00,Tiktok,netral
widih gercep,2016-03-01 00:00:00,Tiktok,netral
kok pada jadi pahlawan ksh siii??,2016-03-01 00:00:00,Tiktok,negatif
makin hari makin gonggggggg??,2016-03-01 00:00:00,Tiktok,negatif
"woi ksh, lu seumur mak gw anj",2016-03-01 00:00:00,Tiktok,negatif
minta maaf doang pliss????,2016-03-01 00:00:00,Tiktok,positif
itu dia pakai celana pendek waena abu.. uda gitu aja,2016-03-01 00:00:00,Tiktok,netral
"pertanyaannya knp baru sekrg dibuka? udh meninggal orangnya loh, kasian bgt pasti berat buat KSR ??",2017-03-01 00:00:00,Tiktok,netral
"700jt won = 9,1M kan",2017-03-01 00:00:00,Tiktok,netral
"Sebenarnya ada lho detail foto"" kpn nya di perincian.. Jd bsa jls walau mengaku sudah bubar kpn",2017-03-01 00:00:00,Tiktok,positif
kata itu dia pake shortpans?,2016-03-01 00:00:00,Tiktok,netral
untung ga pernah suka ksh??,2016-03-01 00:00:00,Tiktok,netral
"aktor drakor yg gw suka itu termasuk dia, sumpah kecewa banget gw, kebayang bayang muluk mikirin dia, gw scrol IG dia sumpah mau nangis??",2016-03-01 00:00:00,Tiktok,positif
JANGAN SAMPE KETUTUP KASUS INI GARA GARA KASUS YG YANG DATA NYA KEBONGKAR OKE,2025-02-04 00:00:00,Tiktok,positif
kkk Jungwon lagi,2021-03-01 00:00:00,Tiktok,netral
tinggal post cctv rumah buat bukti,2020-03-01 00:00:00,Tiktok,positif
aktor termahal di Korea malah kena kasus??,2019-03-01 00:00:00,Tiktok,netral
"other : ramyeon mokkgeogallae?
ksh : cuci piring gatci hallae?",2019-03-01 00:00:00,Tiktok,netral
Dapat vidio nya dari mana woii,2018-03-01 00:00:00,Tiktok,netral
Lee ji ho siapa?,2017-03-01 00:00:00,Tiktok,netral
netizen PDA sotoy kntl PDA sok tau,2017-03-01 00:00:00,Tiktok,netral
sebenarnya kalo bias bias di indo di gituin rela rela aja kyk nya kan?,2017-03-01 00:00:00,Tiktok,netral
sumpah gw gatau sedalam itu tentang kasus ini tapi....Sae Ron beneran hamil kah saat itu???,2017-03-01 00:00:00,Tiktok,netral
Kasus apaan dah ga ngerti,2017-03-01 00:00:00,Tiktok,netral
hadeh bener² lu sohyun,2017-03-01 00:00:00,Tiktok,negatif
Siapa yg motoin woiiii??????,2017-03-01 00:00:00,Tiktok,netral
ini lihatnya di aplikasi mana kak?,2017-03-01 00:00:00,Tiktok,netral
bisa di jadiin drama nih kisah nyata biar jelas bgt….,2017-03-01 00:00:00,Tiktok,netral
emg bacanya kim suh yon ya???,2017-03-01 00:00:00,Tiktok,netral
ini knp sii ketinggalan bgtt????,2017-03-01 00:00:00,Tiktok,netral
"gw fansnya ksh, MNRT gw minta maaf ajalah biar kasusnya gak panjang",2017-03-01 00:00:00,Tiktok,positif
terus pas lagi pacaran dulu kenapa ga dilarang ?,2017-03-01 00:00:00,Tiktok,negatif
kakk kimsohyun kann bukan kimsuhyon,2017-03-01 00:00:00,Tiktok,netral
ini lah laki laki ganteng yg di kagumi wanita mkn tu ganteng,2017-03-01 00:00:00,Tiktok,negatif
apaan tuh,2017-03-01 00:00:00,Tiktok,netral
one day one juz ??one day one photo ??,2017-03-01 00:00:00,Tiktok,netral
Yakan emg dia pacaran??,2017-03-01 00:00:00,Tiktok,positif
sifat baik mu yang orang tau.. itu karangan agensi...,2017-03-01 00:00:00,Tiktok,negatif
semangat ibu nya,2017-03-01 00:00:00,Tiktok,positif
gmn yaa harusnya seron juga harus tau dirinya kalo masi di bawah umur waktu itu njir,2017-03-01 00:00:00,Tiktok,negatif
ibunyaa smoga teguh pendirian????,2017-03-01 00:00:00,Tiktok,positif
"Ndak apa si ngaku, yg penting duit 7m nya di kembalikan hahahha",2017-03-01 00:00:00,Tiktok,negatif
Sok ganteng pntk,2017-03-01 00:00:00,Tiktok,negatif
padahal ibunya cuma mau merea minta maaf,2017-03-01 00:00:00,Tiktok,positif
KENAPA SIII GUA GANGERTII,2016-03-01 00:00:00,Tiktok,netral
liat di mana sih gays,2016-03-01 00:00:00,Tiktok,netral
drakor yang bikin strauma kali ini??,2016-03-01 00:00:00,Tiktok,netral
difoto itu Soohyun pake celana pendek ga si?,2016-03-01 00:00:00,Tiktok,netral
sumpah...kim cang cut,2016-03-01 00:00:00,Tiktok,negatif
ya allah gak di x di ig di tele di tiktok isinya ksh doang ????,2016-03-01 00:00:00,Tiktok,netral
semangat Kim Sooh yun,2016-03-01 00:00:00,Tiktok,positif
krna apa?,2016-03-01 00:00:00,Tiktok,netral
"kemarin dihubungi saeron kaga mau, sekarang merasakan ditelpon gak direspon??",2016-03-01 00:00:00,Tiktok,negatif
udalah cape tiap buka ig fb tiktok x berita ini mula??,2016-03-01 00:00:00,Tiktok,negatif
"lagian si saeron mau"" aja??",2016-03-01 00:00:00,Tiktok,negatif
tag cewenya,2016-03-01 00:00:00,Tiktok,netral
keset kakinya juga sama ditempat yang sama,2016-03-01 00:00:00,Tiktok,negatif
btw siapa yg motoin,2016-03-01 00:00:00,Tiktok,netral
bisa jadi lee jinho itu dibagar sama GM,2016-03-01 00:00:00,Tiktok,negatif
gk mau salah soo hyun????,2016-03-01 00:00:00,Tiktok,negatif
Kirain nonton drama tau nya real live ??,2016-03-01 00:00:00,Tiktok,netral
siapa yg fotoin ya,2016-03-01 00:00:00,Tiktok,netral
Bl,2016-03-01 00:00:00,Tiktok,netral
"mngkin yng bela ksh ni t k pernah jdi mangsa pedo/child grooming kot sbb tu tnpa rasa bersalah sokong ksh,mmang lh dia bercinta suka sma suka tpi kau phm tak bercinta dgn bdk bwh umur tu tk normal !",2016-03-01 00:00:00,Tiktok,negatif
tidak fhm,2017-03-01 00:00:00,Tiktok,netral
GAK EXPECT ANJ,2016-03-01 00:00:00,Tiktok,negatif
tôn tr?ng,2016-03-01 00:00:00,Tiktok,netral
itu di edit poto nya anjir,2016-03-01 00:00:00,Tiktok,negatif
"pas pacaran ama kim sae ron dia emang pacaran sama sohee wonder girls sekitaran tahun 2017, udah jadi rahasia umum dia selalu bolak balik apartemen sohee",6d ago,Tiktok,netral
ahn so hee be like : bjirrr gue dibawa-bawa lagi hidup tenang2 nya ??,4d ago,Tiktok,netral
support Kim Soo Hyun ??,6d ago,Tiktok,positif
Lawannya kuat ya bakal kalah pihak sae ron,6d ago,Tiktok,netral
Star kim soo hyun??,6d ago,Tiktok,positif
sohee wonder girls. ada beritanya,4d ago,Tiktok,netral
lebih drama dari dramanya hybe njirr????,6d ago,Tiktok,netral
STaR kiM sOoHyuN ??,6d ago,Tiktok,netral
kim sae ron mengadu langsung ke pusatya,6d ago,Tiktok,netral
A itu ahn soo hee ex wonder girl yg dr idol jd aktris (maen film di train to busan) zaman it emang lg trkenal bgt wonder girl krn lagunya No body dll,6d ago,Tiktok,netral
emang pernah denger dia pernah pacaram sama sohee wonder girls. Selingkuh gitu??,6d ago,Tiktok,netral
Sulli kah? Eh,5d ago,Tiktok,netral
support Kim Soo Hyun ??,6d ago,Tiktok,positif
tetap semangat Kim Soo Hyun ????????,4d ago,Tiktok,positif
Star kim soo hyun,6d ago,Tiktok,positif
kimsoohyun ??????????,6d ago,Tiktok,positif
tim yang dukung kim Soo Hyun terus.,6d ago,Tiktok,positif
Always support Kim Soohyun ????????,4d ago,Tiktok,positif
KimSooHyun ??????,5d ago,Tiktok,positif
Lebih percaya KSR dr pada KSH ... sorry ??????,6d ago,Tiktok,positif
byk alasan,6d ago,Tiktok,negatif
"padahal masalahnya tuh ksh tuh pacaran sama bocil, masalah pacarnya/mantanya mereka siapa tuh kita ga peduli.",6d ago,Tiktok,negatif
"HAHAHA kalo knetz udah jengkel jgn harap bisa eksis seperti semula, bakal dibahas 7 turunan?? yg punya skandal cinta sebelum debut aja diserang abis abisan, apalgi ini berhubungan dengan nyawa????",6d ago,Tiktok,negatif
"2017-2019 pacaran sama orang lain, tpi di taun 2018 kirim surat ke KSR bilang merindukan mu, Hebat deh pokoknya KSH tuh",6d ago,Tiktok,netral
